Expediente_INVIMA,principio_activo,concentracion,unidad_base,unidad_de_dispensacion,nombre_comercial,fabricante,medicamento,canal,precio_por_tableta,factoresprecio,numerofactor
20010103,Lacosamida,Lacosamida 100 mg,mg,Tableta o cápsula,Vimpat,Ucb,Vimpat (Ucb) Tableta o cápsula | Tableta | Contiene: Lacosamida 100 mg,Comercial,"$   4,731.00",Medio,2
20093300,Lacosamida,Lacosamida 100 mg,mg,Tableta o cápsula,Lacotem,Monte Verde,Lacotem (Monte Verde) Tableta o cápsula | Tableta | Contiene: Lacosamida 100 mg,Comercial,"$   5,907.00",Alto,3
20149184,Lacosamida,Lacosamida 200 mg,mg,Tableta o cápsula,Lakomid,Bechemical,Lakomid (Bechemical) Tableta o cápsula | Tableta | Contiene: Lacosamida 200 mg,Comercial,"$   5,966.00",Bajo,1
20135939,Lacosamida,Lacosamida 200 mg,mg,Tableta o cápsula,Neuromid,Legrand,Neuromid  (Legrand) Tableta o cápsula | Tableta | Contiene: Lacosamida 200 mg,Comercial,"$   8,167.00",Bajo,1
20139041,Lacosamida,Lacosamida 200 mg,mg,Tableta o cápsula,Lacosamida,Clinicos Y Hospitalarios,Lacosamida (Clinicos Y Hospitalarios) Tableta o cápsula | Tableta | Contiene: Lacosamida 200 mg,Comercial,"$   8,483.00",Bajo,1
20108803,Lacosamida,Lacosamida 200 mg,mg,Tableta o cápsula,Cosamide,Xinetix Pharma,Cosamide (Xinetix Pharma) Tableta o cápsula | Tableta | Contiene: Lacosamida 200 mg,Comercial,"$   9,461.00",Medio,2
20010105,Lacosamida,Lacosamida 200 mg,mg,Tableta o cápsula,Vimpat,Ucb,Vimpat (Ucb) Tableta o cápsula | Tableta | Contiene: Lacosamida 200 mg,Comercial,"$   9,461.00",Medio,2
20093302,Lacosamida,Lacosamida 200 mg,mg,Tableta o cápsula,Lacotem,Monte Verde,Lacotem (Monte Verde) Tableta o cápsula | Tableta | Contiene: Lacosamida 200 mg,Comercial,"$   11,946.00",Alto,3
213704,Latanoprost,Latanoprost 0.05 mg,mg,Solución o suspensión oftálmica,Xalatan,Pfizer,Xalatan (Pfizer) Solución o suspensión oftálmica | Frasco de 2.5 ml | Cada 1 ml contiene: Latanoprost 0.05 mg,Comercial,"$   15,461.00",Bajo,1
19908093,Latanoprost,Latanoprost 0.05 mg,mg,Solución o suspensión oftálmica,Louten,Scandinavia Pharma,Louten (Scandinavia Pharma) Solución o suspensión oftálmica | Frasco de 2.5 ml | Cada 1 ml contiene: Latanoprost 0.05 mg,Comercial,"$   16,564.00",Bajo,1
19949566,Latanoprost,Latanoprost 0.05 mg,mg,Solución o suspensión oftálmica,Gaap Ofteno,Sophia,Gaap Ofteno (Sophia) Solución o suspensión oftálmica | Frasco de 3 ml | Cada 1 ml contiene: Latanoprost 0.05 mg,Comercial,"$   20,615.00",Bajo,1
19947216,Latanoprost,Latanoprost 0.05 mg,mg,Solución o suspensión oftálmica,Latanox,Procaps,Latanox (Procaps) Solución o suspensión oftálmica | Frasco de 3 ml | Cada 1 ml contiene: Latanoprost 0.05 mg,Comercial,"$   32,858.00",Medio,2
20086811,Latanoprost,Latanoprost 0.05 mg,mg,Solución o suspensión oftálmica,Oftidon,Synthesis,Oftidon (Synthesis) Solución o suspensión oftálmica | Frasco de 5 ml | Cada 1 ml contiene: Latanoprost 0.05 mg,Comercial,"$   40,085.00",Medio,2
20134226,Latanoprost,Latanoprost 0.05 mg,mg,Solución o suspensión oftálmica,Kairos,Especialidades Oftmalmologicas,Kairos (Especialidades Oftmalmologicas) Solución o suspensión oftálmica | Frasco de 5 ml | Cada 1 ml contiene: Latanoprost 0.05 mg,Comercial,"$   50,000.00",Alto,3
20008401,Leflunomide,Leflunomide 20 mg,mg,Tableta o cápsula,Leflava,Pint Pharma,Leflava (Pint Pharma) Tableta o cápsula | Tableta | Contiene: Leflunomide 20 mg,Comercial,$   556.00,Bajo,1
20127508,Leflunomide,Leflunomide 20 mg,mg,Tableta o cápsula,Zoratomin,Hb Human Bioscience,Zoratomin  (Hb Human Bioscience) Tableta o cápsula | Tableta | Contiene: Leflunomide 20 mg,Comercial,"$   1,000.00",Bajo,1
20095574,Leflunomide,Leflunomide 20 mg,mg,Tableta o cápsula,Lefluvitae,Galenicum Health,Lefluvitae (Galenicum Health) Tableta o cápsula | Tableta | Contiene: Leflunomide 20 mg,Comercial,"$   4,167.00",Medio,2
20079790,Leflunomide,Leflunomide 20 mg,mg,Tableta o cápsula,Immunex,Novamed,Immunex (Novamed) Tableta o cápsula | Tableta | Contiene: Leflunomide 20 mg,Comercial,"$   4,667.00",Medio,2
230658,Leflunomide,Leflunomide 20 mg,mg,Tableta o cápsula,Arava,Sanofi Aventis,Arava (Sanofi Aventis) Tableta o cápsula | Tableta | Contiene: Leflunomide 20 mg,Comercial,"$   5,061.00",Medio,2
19963298,Leflunomide,Leflunomide 20 mg,mg,Tableta o cápsula,Inflaxen,Procaps,Inflaxen (Procaps) Tableta o cápsula | Capsula | Contiene: Leflunomide 20 mg,Comercial,"$   5,222.00",Alto,3
19985993,Levotiroxina De Sodio,Levotiroxina De Sodio 50 mcg,mcg,Tableta o cápsula,Levotiroxina,Tecnoquimicas,Levotiroxina (Tecnoquimicas) Tableta o cápsula | Tableta | Contiene: Levotiroxina De Sodio 50 mcg,Comercial,$   51.00,Bajo,1
19949902,Levotiroxina De Sodio,Levotiroxina De Sodio 50 mcg,mcg,Tableta o cápsula,Tirogal,Bioquifar,Tirogal (Bioquifar) Tableta o cápsula | Tableta | Contiene: Levotiroxina De Sodio 50 mcg,Comercial,$   400.00,Bajo,1
19974622,Levotiroxina De Sodio,Levotiroxina De Sodio 50 mcg,mcg,Tableta o cápsula,Levotiroxina,Procaps,Levotiroxina (Procaps) Tableta o cápsula | Tableta | Contiene: Levotiroxina De Sodio 50 mcg,Comercial,$   516.00,Medio,2
19960116,Levotiroxina De Sodio,Levotiroxina De Sodio 50 mcg,mcg,Tableta o cápsula,Tiroxin,Zeyco,Tiroxin (Zeyco) Tableta o cápsula | Tableta | Contiene: Levotiroxina De Sodio 50 mcg,Comercial,$   651.00,Medio,2
19930428,Levotiroxina De Sodio,Levotiroxina De Sodio 50 mcg,mcg,Tableta o cápsula,Synthroid,Lafrancol,Synthroid (Lafrancol) Tableta o cápsula | Tableta | Contiene: Levotiroxina De Sodio 50 mcg,Comercial,$   797.00,Medio,2
19976365,Levotiroxina De Sodio,Levotiroxina De Sodio 50 mcg,mcg,Tableta o cápsula,Eutirox,Merck,Eutirox (Merck) Tableta o cápsula | Tableta | Contiene: Levotiroxina De Sodio 50 mcg,Comercial,"$   1,680.00",Alto,3
47773,Lincomicina,Lincomicina 600 mg,mg,Solución o suspensión inyectable,Lincomicina,Tecnoquimicas,Lincomicina (Tecnoquimicas) Solución o suspensión inyectable | Ampolla de 2 ml | Cada 2 ml contiene: Lincomicina 600 mg,Comercial,"$   1,971.00",Bajo,1
20077421,Lincomicina,Lincomicina 600 mg,mg,Solución o suspensión inyectable,Iectalin,Gimed,Iectalin  (Gimed) Solución o suspensión inyectable | Ampolla de 2 ml | Cada 2 ml contiene: Lincomicina 600 mg,Comercial,"$   2,400.00",Bajo,1
24060,Lincomicina,Lincomicina 600 mg,mg,Solución o suspensión inyectable,Lincomicina,Genfar,Lincomicina (Genfar) Solución o suspensión inyectable | Ampolla de 2 ml | Cada 2 ml contiene: Lincomicina 600 mg,Comercial,"$   3,334.00",Bajo,1
220305,Lincomicina,Lincomicina 600 mg,mg,Solución o suspensión inyectable,Lincomicina,Vitalis,Lincomicina (Vitalis) Solución o suspensión inyectable | Ampolla de 1 ml | Cada 2 ml contiene: Lincomicina 600 mg,Comercial,"$   4,213.00",Bajo,1
19999757,Lincomicina,Lincomicina 600 mg,mg,Solución o suspensión inyectable,Benklamid,Bioquifar,Benklamid (Bioquifar) Solución o suspensión inyectable | Ampolla de 2 ml | Cada 2 ml contiene: Lincomicina 600 mg,Comercial,"$   6,000.00",Medio,2
40743,Lincomicina,Lincomicina 600 mg,mg,Solución o suspensión inyectable,Lincocin,Pfizer,Lincocin (Pfizer) Solución o suspensión inyectable | Ampolla de 2 ml | Cada 2 ml contiene: Lincomicina 600 mg,Comercial,"$   18,074.00",Alto,3
20025735,Loperamida,Loperamida 2 mg,mg,Tableta o cápsula,Stomalix,America,Stomalix (America) Tableta o cápsula | Tableta | Contiene: Loperamida 2 mg,Comercial,$   466.00,Bajo,1
20046526,Loperamida,Loperamida 2 mg,mg,Tableta o cápsula,Loperamida,Sanofi Aventis,Loperamida (Sanofi Aventis) Tableta o cápsula | Tableta | Contiene: Loperamida 2 mg,Comercial,$   637.00,Bajo,1
34537,Loperamida,Loperamida 2 mg,mg,Tableta o cápsula,Loperamida,Ecar,Loperamida (Ecar) Tableta o cápsula | Tableta | Contiene: Loperamida 2 mg,Comercial,$   847.00,Bajo,1
35895,Loperamida,Loperamida 2 mg,mg,Tableta o cápsula,Loperamida,Mk,Loperamida (Mk) Tableta o cápsula | Tableta | Contiene: Loperamida 2 mg,Comercial,$   954.00,Bajo,1
19924345,Loperamida,Loperamida 2 mg,mg,Tableta o cápsula,Pangetan Nf,Tecnoquimicas,Pangetan Nf (Tecnoquimicas) Tableta o cápsula | Tableta | Contiene: Loperamida 2 mg,Comercial,"$   1,685.00",Medio,2
207751,Loperamida,Loperamida 2 mg,mg,Tableta o cápsula,Loperamida,Laproff,Loperamida (Laproff) Tableta o cápsula | Tableta | Contiene: Loperamida 2 mg,Comercial,"$   5,520.00",Alto,3
20012226,Melatonina,Melatonina 3 mg,mg,Tableta o cápsula,Melatonin,Good`N Natural Manufacturing,Melatonin (Good`N Natural Manufacturing) Tableta o cápsula | Tableta | Contiene: Melatonina 3 mg,Comercial,$   8.00,Bajo,1
20086893,Melatonina,Melatonina 3 mg,mg,Tableta o cápsula,Melatonina,Healthy America,Melatonina (Healthy America) Tableta o cápsula | Capsula | Contiene: Melatonina 3 mg,Comercial,$   300.00,Bajo,1
20087834,Melatonina,Melatonina 3 mg,mg,Tableta o cápsula,Melatonina,Natural Systems,Melatonina (Natural Systems) Tableta o cápsula | Capsula | Contiene: Melatonina 3 mg,Comercial,$   358.00,Bajo,1
20001340,Melatonina,Melatonina 3 mg,mg,Tableta o cápsula,Melatonina,Funat,Melatonina (Funat) Tableta o cápsula | Tableta | Contiene: Melatonina 3 mg,Comercial,$   564.00,Medio,2
20049050,Melatonina,Melatonina 3 mg,mg,Tableta o cápsula,Melatonina,Solarvit,Melatonina (Solarvit) Tableta o cápsula | Capsula | Contiene: Melatonina 3 mg,Comercial,$   601.00,Medio,2
20104338,Melatonina,Melatonina 3 mg,mg,Tableta o cápsula,Melatonina,Labmedick,Melatonina (Labmedick) Tableta o cápsula | Tableta | Contiene: Melatonina 3 mg,Comercial,"$   22,817.00",Alto,3
20027095,Metronidazol,Metronidazol 5 g,g,Solución o suspensión oral,Amzol,Coopidrogas,Amzol (Coopidrogas) Solución o suspensión oral | Frasco de 120 ml | Cada 100 ml contiene: Metronidazol 5 g,Comercial,"$   4,250.00",Bajo,1
19906811,Metronidazol,Metronidazol 5 g,g,Solución o suspensión oral,Metronidazol,Genfar,Metronidazol (Genfar) Solución o suspensión oral | Frasco de 120 ml | Cada 100 ml contiene: Metronidazol 5 g,Comercial,"$   6,952.00",Bajo,1
19938033,Metronidazol,Metronidazol 5 g,g,Solución o suspensión oral,Metronidazol,Tecnofar,Metronidazol (Tecnofar) Solución o suspensión oral | Frasco de 120 ml | Cada 100 ml contiene: Metronidazol 5 g,Comercial,"$   8,263.00",Bajo,1
19948388,Metronidazol,Metronidazol 5 g,g,Solución o suspensión oral,Amegiar,Comerfar,Amegiar (Comerfar) Solución o suspensión oral | Frasco de 120 ml | Cada 100 ml contiene: Metronidazol 5 g,Comercial,"$   12,766.00",Medio,2
19951099,Metronidazol,Metronidazol 5 g,g,Solución o suspensión oral,Amefar,Farmacoop,Amefar (Farmacoop) Solución o suspensión oral | Frasco de 120 ml | Cada 100 ml contiene: Metronidazol 5 g,Comercial,"$   15,900.00",Medio,2
19919430,Metronidazol,Metronidazol 5 g,g,Solución o suspensión oral,Flagyl,Sanofi Aventis,Flagyl (Sanofi Aventis) Solución o suspensión oral | Frasco de 120 ml | Cada 100 ml contiene: Metronidazol 5 g,Comercial,"$   32,317.00",Alto,3
19972421,Midazolam,Midazolam 1 mg,mg,Solución o suspensión inyectable,Midasedan,Blaskov,Midasedan (Blaskov) Solución o suspensión inyectable | Ampolla de 5 ml | Cada 1 ml contiene: Midazolam 1 mg,Comercial,"$   1,900.00",Bajo,1
20043279,Midazolam,Midazolam 1 mg,mg,Solución o suspensión inyectable,Midazolam,Corpaul,Midazolam (Corpaul) Solución o suspensión inyectable | Ampolla de 5 ml | Cada 1 ml contiene: Midazolam 1 mg,Comercial,"$   2,265.00",Bajo,1
19944864,Midazolam,Midazolam 1 mg,mg,Solución o suspensión inyectable,Midazolam,Braun Melsungen,Midazolam (Braun Melsungen) Solución o suspensión inyectable | Ampolla de 5 ml | Cada 1 ml contiene: Midazolam 1 mg,Comercial,"$   2,950.00",Bajo,1
20009779,Midazolam,Midazolam 1 mg,mg,Solución o suspensión inyectable,Mizolam,Humax,Mizolam (Humax) Solución o suspensión inyectable | Ampolla de 5 ml | Cada 1 ml contiene: Midazolam 1 mg,Comercial,"$   4,300.00",Bajo,1
19942581,Midazolam,Midazolam 1 mg,mg,Solución o suspensión inyectable,Dormipron,Chalver,Dormipron (Chalver) Solución o suspensión inyectable | Ampolla de 5 ml | Cada 1 ml contiene: Midazolam 1 mg,Comercial,"$   6,893.00",Medio,2
35430,Midazolam,Midazolam 1 mg,mg,Solución o suspensión inyectable,Dormicum,Siegfried,Dormicum (Siegfried) Solución o suspensión inyectable | Ampolla de 5 ml | Cada 1 ml contiene: Midazolam 1 mg,Comercial,"$   22,794.00",Alto,3
19969030,Midazolam,Midazolam 5 mg,mg,Solución o suspensión inyectable,Midazolam,Biosano,Midazolam (Biosano) Solución o suspensión inyectable | Ampolla de 5 ml | Cada 5 ml contiene: Midazolam 5 mg,Comercial,"$   8,000.00",Bajo,1
19940108,Midazolam,Midazolam 5 mg,mg,Solución o suspensión inyectable,Midazolam,Biosano,Midazolam (Biosano) Solución o suspensión inyectable | Ampolla de 3 ml | Cada 1 ml contiene: Midazolam 5 mg,Comercial,"$   8,500.00",Bajo,1
19942582,Midazolam,Midazolam 5 mg,mg,Solución o suspensión inyectable,Dormipron,Chalver,Dormipron (Chalver) Solución o suspensión inyectable | Ampolla de 3 ml | Cada 1 ml contiene: Midazolam 5 mg,Comercial,"$   12,747.00",Bajo,1
103795,Midazolam,Midazolam 5 mg,mg,Solución o suspensión inyectable,Dormicum,Siegfried,Dormicum (Siegfried) Solución o suspensión inyectable | Ampolla de 3 ml | Cada 1 ml contiene: Midazolam 5 mg,Comercial,"$   14,810.00",Bajo,1
20070851,Midazolam,Midazolam 5 mg,mg,Solución o suspensión inyectable,Midazolam,Vitalis,Midazolam (Vitalis) Solución o suspensión inyectable | Ampolla de 10 ml | Cada 1 ml contiene: Midazolam 5 mg,Comercial,"$   36,550.00",Medio,2
19920365,Midazolam,Midazolam 5 mg,mg,Solución o suspensión inyectable,Dormicum,Siegfried,Dormicum (Siegfried) Solución o suspensión inyectable | Ampolla de 10 ml | Cada 1 ml contiene: Midazolam 5 mg,Comercial,"$   53,664.00",Alto,3
19947270,Mometasona,Mometasona 100 mg,mg,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Mometasona,Genfar,Mometasona (Genfar) Cremas o geles o ungüentos o pomadas o pastas o jaleas | Tubo de 15 g | Cada 100 g contiene: Mometasona 100 mg,Comercial,"$   25,174.00",Bajo,1
20007093,Mometasona,Mometasona 100 mg,mg,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Mometasona,Tecnofar,Mometasona (Tecnofar) Cremas o geles o ungüentos o pomadas o pastas o jaleas | Tubo de 15 g | Cada 100 g contiene: Mometasona 100 mg,Comercial,"$   26,124.00",Bajo,1
20119678,Mometasona,Mometasona 100 mg,mg,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Furm,Profma,Furm  (Profma) Cremas o geles o ungüentos o pomadas o pastas o jaleas | Tubo de 100 g | Contiene: Mometasona 100 mg,Comercial,"$   31,591.00",Bajo,1
19994635,Mometasona,Mometasona 100 mg,mg,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Leaxin,Skindrug,Leaxin (Skindrug) Cremas o geles o ungüentos o pomadas o pastas o jaleas | Tubo de 15 g | Cada 100 g contiene: Mometasona 100 mg,Comercial,"$   35,400.00",Bajo,1
19968015,Mometasona,Mometasona 100 mg,mg,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Dermacortine,Scandinavia Pharma,Dermacortine (Scandinavia Pharma) Cremas o geles o ungüentos o pomadas o pastas o jaleas | Tubo de 15 g | Cada 100 g contiene: Mometasona 100 mg,Comercial,"$   50,382.00",Medio,2
19951733,Mometasona,Mometasona 100 mg,mg,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Flazcort,Lafrancol,Flazcort (Lafrancol) Cremas o geles o ungüentos o pomadas o pastas o jaleas | Tubo de 15 g | Cada 100 g contiene: Mometasona 100 mg,Comercial,"$   106,359.00",Alto,3
20066245,Moxifloxacina,Moxifloxacina 5 mg,mg,Solución o suspensión oftálmica,Moxipharm,Opharm,Moxipharm (Opharm) Solución o suspensión oftálmica | Frasco de 5 ml | Cada 1 ml contiene: Moxifloxacina 5 mg,Comercial,"$   19,000.00",Bajo,1
20014297,Moxifloxacina,Moxifloxacina 5 mg,mg,Solución o suspensión oftálmica,Oftamox,Tecnoquimicas,Oftamox (Tecnoquimicas) Solución o suspensión oftálmica | Frasco de 5 ml | Cada 1 ml contiene: Moxifloxacina 5 mg,Comercial,"$   21,216.00",Bajo,1
19989400,Moxifloxacina,Moxifloxacina 5 mg,mg,Solución o suspensión oftálmica,Moxifloxacino,La Sante,Moxifloxacino (La Sante) Solución o suspensión oftálmica | Frasco de 5 ml | Cada 1 ml contiene: Moxifloxacina 5 mg,Comercial,"$   21,316.00",Bajo,1
19941675,Moxifloxacina,Moxifloxacina 5 mg,mg,Solución o suspensión oftálmica,Vigamox,Novartis,Vigamox (Novartis) Solución o suspensión oftálmica | Frasco de 1.5 ml | Cada 1 ml contiene: Moxifloxacina 5 mg,Comercial,"$   21,826.00",Bajo,1
20062821,Moxifloxacina,Moxifloxacina 5 mg,mg,Solución o suspensión oftálmica,Floxma,Xinetix Pharma,Floxma  (Xinetix Pharma) Solución o suspensión oftálmica | Frasco de 5 ml | Cada 1 ml contiene: Moxifloxacina 5 mg,Comercial,"$   74,960.00",Medio,2
19980018,Moxifloxacina,Moxifloxacina 5 mg,mg,Solución o suspensión oftálmica,Quimox,Especialidades Oftmalmologicas,Quimox (Especialidades Oftmalmologicas) Solución o suspensión oftálmica | Frasco de 5 ml | Cada 1 ml contiene: Moxifloxacina 5 mg,Comercial,"$   85,100.00",Alto,3
19976990,Nebivolol,Nebivolol 5 mg,mg,Tableta o cápsula,Nebilol,Unique Pharmaceutical,Nebilol (Unique Pharmaceutical) Tableta o cápsula | Tableta | Contiene: Nebivolol 5 mg,Comercial,"$   1,437.00",Bajo,1
20103886,Nebivolol,Nebivolol 5 mg,mg,Tableta o cápsula,Nebivolol,Genfar,Nebivolol (Genfar) Tableta o cápsula | Tableta | Contiene: Nebivolol 5 mg,Comercial,"$   1,594.00",Bajo,1
20096167,Nebivolol,Nebivolol 5 mg,mg,Tableta o cápsula,Nebivolol,Mk,Nebivolol (Mk) Tableta o cápsula | Tableta | Contiene: Nebivolol 5 mg,Comercial,"$   1,626.00",Bajo,1
20001377,Nebivolol,Nebivolol 5 mg,mg,Tableta o cápsula,Nabila,Monte Verde,Nabila (Monte Verde) Tableta o cápsula | Tableta | Contiene: Nebivolol 5 mg,Comercial,"$   1,668.00",Bajo,1
20009025,Nebivolol,Nebivolol 5 mg,mg,Tableta o cápsula,Neviten,Scandinavia Pharma,Neviten (Scandinavia Pharma) Tableta o cápsula | Tableta | Contiene: Nebivolol 5 mg,Comercial,"$   3,461.00",Medio,2
19915315,Nebivolol,Nebivolol 5 mg,mg,Tableta o cápsula,Nebilet,Menarini,Nebilet (Menarini) Tableta o cápsula | Tableta | Contiene: Nebivolol 5 mg,Comercial,"$   4,092.00",Alto,3
20119117,Nevirapina,Nevirapina 200 mg,mg,Tableta o cápsula,Nevirapina,Clinicos Y Hospitalarios,Nevirapina (Clinicos Y Hospitalarios) Tableta o cápsula | Tableta | Contiene: Nevirapina 200 mg,Comercial,$   3.00,Bajo,1
20012231,Nevirapina,Nevirapina 200 mg,mg,Tableta o cápsula,Viravir,Humax,Viravir (Humax) Tableta o cápsula | Tableta | Contiene: Nevirapina 200 mg,Comercial,$   267.00,Bajo,1
20063920,Nevirapina,Nevirapina 200 mg,mg,Tableta o cápsula,Nevivir,Hetero,Nevivir (Hetero) Tableta o cápsula | Tableta | Contiene: Nevirapina 200 mg,Comercial,$   312.00,Bajo,1
19964203,Nevirapina,Nevirapina 200 mg,mg,Tableta o cápsula,Nevirapina,Aurobindo,Nevirapina (Aurobindo) Tableta o cápsula | Tableta | Contiene: Nevirapina 200 mg,Comercial,$   500.00,Medio,2
19948934,Nevirapina,Nevirapina 200 mg,mg,Tableta o cápsula,Nevirapina,Percos,Nevirapina (Percos) Tableta o cápsula | Tableta | Contiene: Nevirapina 200 mg,Comercial,$   650.00,Medio,2
225134,Nevirapina,Nevirapina 200 mg,mg,Tableta o cápsula,Viramune,Boehringer,Viramune (Boehringer) Tableta o cápsula | Tableta | Contiene: Nevirapina 200 mg,Comercial,"$   11,877.00",Alto,3
20117784,Olmesartan Medoxomil,Olmesartan Medoxomil 20 mg,mg,Tableta o cápsula,Olmesartán,American Generics,Olmesartán (American Generics) Tableta o cápsula | Tableta | Contiene: Olmesartan Medoxomil 20 mg,Comercial,$   578.00,Bajo,1
20089803,Olmesartan Medoxomil,Olmesartan Medoxomil 20 mg,mg,Tableta o cápsula,Olmedoxtan,Hetero,Olmedoxtan (Hetero) Tableta o cápsula | Tableta | Contiene: Olmesartan Medoxomil 20 mg,Comercial,$   637.00,Bajo,1
19954948,Olmesartan Medoxomil,Olmesartan Medoxomil 20 mg,mg,Tableta o cápsula,Olmetec,Pfizer,Olmetec (Pfizer) Tableta o cápsula | Tableta | Contiene: Olmesartan Medoxomil 20 mg,Comercial,$   666.00,Bajo,1
20080978,Olmesartan Medoxomil,Olmesartan Medoxomil 20 mg,mg,Tableta o cápsula,Adlersartan,Adler,Adlersartan (Adler) Tableta o cápsula | Tableta | Contiene: Olmesartan Medoxomil 20 mg,Comercial,$   777.00,Medio,2
20039282,Olmesartan Medoxomil,Olmesartan Medoxomil 20 mg,mg,Tableta o cápsula,Olmeprex,Scandinavia Pharma,Olmeprex (Scandinavia Pharma) Tableta o cápsula | Tableta | Contiene: Olmesartan Medoxomil 20 mg,Comercial,$   789.00,Medio,2
20025671,Olmesartan Medoxomil,Olmesartan Medoxomil 20 mg,mg,Tableta o cápsula,Olmesartan,Tecnoquimicas,Olmesartan (Tecnoquimicas) Tableta o cápsula | Tableta | Contiene: Olmesartan Medoxomil 20 mg,Comercial,$   873.00,Alto,3
20117787,Olmesartan Medoxomil,Olmesartan Medoxomil 40 mg,mg,Tableta o cápsula,Olmesartan,American Generics,Olmesartan (American Generics) Tableta o cápsula | Tableta | Contiene: Olmesartan Medoxomil 40 mg,Comercial,$   828.00,Bajo,1
20089806,Olmesartan Medoxomil,Olmesartan Medoxomil 40 mg,mg,Tableta o cápsula,Olmedoxtan,Hetero,Olmedoxtan  (Hetero) Tableta o cápsula | Tableta | Contiene: Olmesartan Medoxomil 40 mg,Comercial,"$   1,000.00",Bajo,1
19954950,Olmesartan Medoxomil,Olmesartan Medoxomil 40 mg,mg,Tableta o cápsula,Olmetec,Pfizer,Olmetec (Pfizer) Tableta o cápsula | Tableta | Contiene: Olmesartan Medoxomil 40 mg,Comercial,"$   1,332.00",Medio,2
20023734,Olmesartan Medoxomil,Olmesartan Medoxomil 40 mg,mg,Tableta o cápsula,Iltux,Farmaceutica Paraguaya,Iltux (Farmaceutica Paraguaya) Tableta o cápsula | Tableta | Contiene: Olmesartan Medoxomil 40 mg,Comercial,"$   1,481.00",Medio,2
20025498,Olmesartan Medoxomil,Olmesartan Medoxomil 40 mg,mg,Tableta o cápsula,Olmesartan Medoxomil,Tecnoquimicas,Olmesartan Medoxomil (Tecnoquimicas) Tableta o cápsula | Tableta | Contiene: Olmesartan Medoxomil 40 mg,Comercial,"$   1,536.00",Medio,2
20039284,Olmesartan Medoxomil,Olmesartan Medoxomil 40 mg,mg,Tableta o cápsula,Olmeprex,Scandinavia Pharma,Olmeprex (Scandinavia Pharma) Tableta o cápsula | Tableta | Contiene: Olmesartan Medoxomil 40 mg,Comercial,"$   1,579.00",Alto,3
53560,Paracetamol,Paracetamol 500 mg,mg,Tableta o cápsula,Acetaminofen,Genfar,Acetaminofen (Genfar) Tableta o cápsula | Tableta | Contiene: Paracetamol 500 mg,Comercial,$   88.00,Bajo,1
19986458,Paracetamol,Paracetamol 500 mg,mg,Tableta o cápsula,Acetaminofen,Laproff,Acetaminofen (Laproff) Tableta o cápsula | Tableta | Contiene: Paracetamol 500 mg,Comercial,$   152.00,Bajo,1
25040,Paracetamol,Paracetamol 500 mg,mg,Tableta o cápsula,Acetaminofen,Tecnoquimicas,Acetaminofen (Tecnoquimicas) Tableta o cápsula | Tableta | Contiene: Paracetamol 500 mg,Comercial,$   671.00,Medio,2
33288,Paracetamol,Paracetamol 500 mg,mg,Tableta o cápsula,Adorem,Siegfried,Adorem (Siegfried) Tableta o cápsula | Tableta | Contiene: Paracetamol 500 mg,Comercial,$   678.00,Medio,2
19977458,Paracetamol,Paracetamol 500 mg,mg,Tableta o cápsula,Nadorex,Best,Nadorex (Best) Tableta o cápsula | Tableta | Contiene: Paracetamol 500 mg,Comercial,$   901.00,Medio,2
20041822,Paracetamol,Paracetamol 500 mg,mg,Tableta o cápsula,Cronofen,Novamed,Cronofen (Novamed) Tableta o cápsula | Tableta | Contiene: Paracetamol 500 mg,Comercial,"$   2,450.00",Alto,3
20013038,Remifentanilo,Remifentanilo 2 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Rafentilo,Chalver,Rafentilo (Chalver) Polvo para reconstituir a Solución o suspensión inyectable | Vial | Contiene: Remifentanilo 2 mg,Comercial,"$   7,000.00",Bajo,1
20055250,Remifentanilo,Remifentanilo 2 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Tenotalis,Vitalis,Tenotalis (Vitalis) Polvo para reconstituir a Solución o suspensión inyectable | Vial | Contiene: Remifentanilo 2 mg,Comercial,"$   27,145.00",Bajo,1
20031119,Remifentanilo,Remifentanilo 2 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Remifentanilo,Braun Melsungen,Remifentanilo (Braun Melsungen) Polvo para reconstituir a Solución o suspensión inyectable | Vial | Contiene: Remifentanilo 2 mg,Comercial,"$   33,920.00",Bajo,1
20120223,Remifentanilo,Remifentanilo 2 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Remifentanilo,Veros Health,Remifentanilo (Veros Health) Polvo para reconstituir a Solución o suspensión inyectable | Vial | Contiene: Remifentanilo 2 mg,Comercial,"$   40,000.00",Medio,2
209802,Remifentanilo,Remifentanilo 2 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Ultiva,Aspen,Ultiva (Aspen) Polvo para reconstituir a Solución o suspensión inyectable | Vial | Contiene: Remifentanilo 2 mg,Comercial,"$   55,000.00",Medio,2
